CMPLNT_FR_DT,CMPLNT_FR_TM,OFNS_DESC,LOC_OF_OCCUR_DESC,Latitude,Longitude
03/25/2012,02:37:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.830641293,-73.874875576
03/25/2012,02:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.738419444,-73.861617787
03/21/2012,22:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.66156215,-73.925945955
03/20/2012,19:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.673415957,-73.933470882
03/20/2012,20:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694746524,-73.979500377
03/20/2012,15:44:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684199723,-73.948661329
03/20/2012,15:40:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.778415112,-73.894590659
03/20/2012,05:21:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.79829308,-73.941869883
03/19/2012,13:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.680221291,-73.918058285
03/18/2012,20:49:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.823348717,-73.865256652
03/18/2012,05:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.673440477,-73.803596374
03/17/2012,07:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.853280096,-73.885872486
03/13/2012,00:07:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.81662733,-73.940863969
03/12/2012,07:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.652907337,-73.929494599
03/12/2012,05:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.697196991,-73.913334803
03/11/2012,17:38:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.695257213,-73.940484779
03/11/2012,06:34:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.820790453,-73.913759155
03/10/2012,21:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.815600095,-73.90326732
03/10/2012,03:32:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.682183027,-73.882347087
03/08/2012,18:07:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.637338698,-73.950048529
03/08/2012,15:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.870481811,-73.846251015
03/08/2012,12:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.688298494,-73.939099143
03/08/2012,00:06:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676027116,-73.76871958
03/07/2012,06:27:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.659421096,-73.913935331
03/05/2012,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.695156986,-73.973376939
01/28/2012,10:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.814115058,-73.917185361
03/03/2012,15:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.648299704,-73.96861358
01/24/2012,19:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.643434105,-74.01206561
03/02/2012,19:53:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.744038719,-73.997551049
03/02/2012,00:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.696179049,-73.794632758
01/19/2012,12:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.668535075,-73.908516441
02/29/2012,19:05:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.849182834,-73.886465072
02/29/2012,10:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.669236478,-73.921687386
02/27/2012,09:49:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.841373618,-73.835866244
02/26/2012,15:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.835405549,-73.924783966
08/03/2011,17:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.738799296,-73.807033929
02/24/2012,11:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.675188096,-73.753288952
02/23/2012,01:18:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.810476043,-73.951880151
02/18/2012,03:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.816087661,-73.895824354
02/17/2012,22:41:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.819647203,-73.91934624
02/16/2012,15:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.711011736,-73.966614605
02/15/2012,12:29:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.657603841,-73.910074013
02/15/2012,00:11:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.696328951,-73.937714219
02/13/2012,17:51:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.706852077,-73.753377355
02/11/2012,23:36:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.711175407,-73.948893048
02/11/2012,21:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.6524276,-73.926078625
02/08/2012,14:02:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.655737546,-73.934717497
09/15/2011,17:46:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.677886323,-73.927481694
02/06/2012,23:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.828628018,-73.878705981
02/06/2012,11:03:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.676402967,-73.958285943
02/05/2012,05:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.706105618,-73.747107896
02/05/2012,01:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676046592,-73.790343315
02/04/2012,21:13:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.692055429,-73.912530131
02/04/2012,17:44:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.760474349,-73.874310708
02/04/2012,04:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.823055808,-73.904528301
02/02/2012,20:29:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.769353293,-73.920121968
02/02/2012,15:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.890181156,-73.85747171
02/01/2012,07:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.681360293,-73.79326866
01/31/2012,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.801915542,-73.93561439
01/31/2012,07:28:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.753387962,-73.856024687
01/29/2012,06:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.690068499,-73.93346869
01/28/2012,05:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.819300491,-73.870250681
01/27/2012,10:17:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.685244459,-73.926529011
01/25/2012,11:25:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.893218873,-73.859176009
01/24/2012,21:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.854477635,-73.866223817
01/23/2012,09:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.594628829,-73.76401804
01/21/2012,17:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.849809589,-73.855429227
01/18/2012,13:26:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.842279848,-73.868348179
01/15/2012,06:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.670056817,-73.921174536
01/15/2012,00:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.688481303,-73.82719555
01/14/2012,18:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.801953958,-73.952572586
01/14/2012,15:57:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.649468516,-73.958482969
01/14/2012,11:28:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.861948368,-73.927136388
01/13/2012,19:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.646017278,-73.949058268
01/12/2012,03:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.610112776,-73.92432468
01/12/2012,21:31:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.642629156,-73.911182407
12/24/2011,15:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.797011899,-73.937775323
01/10/2012,17:29:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.849651826,-73.904229879
01/09/2012,18:48:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.83447008,-73.872288161
01/08/2012,18:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.84540068,-73.881071705
01/08/2012,01:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.659517204,-73.930201257
01/07/2012,23:45:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.83276353,-73.86800203
01/06/2012,21:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.69969571,-73.981691569
01/06/2012,04:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.687512664,-73.919837792
01/06/2012,14:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.677717967,-73.754188119
01/03/2012,10:21:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.694423264,-73.926984091
12/12/2011,12:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.891716526,-73.835582801
01/02/2012,23:48:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.670168236,-73.915727489
01/01/2012,13:59:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.704562688,-73.941883085
01/01/2012,08:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.679337352,-73.930375202
12/31/2011,13:55:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.822403277,-73.942961653
12/31/2011,01:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.857770506,-73.894605877
12/30/2011,00:09:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.828076123,-73.936770657
12/26/2011,23:34:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.803526529,-73.952192199
12/26/2011,18:07:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.64831592,-73.897462907
12/26/2011,12:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.827888685,-73.875191502
12/23/2011,20:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.668975972,-73.870337632
12/23/2011,15:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.794923174,-73.973456227
05/24/2007,22:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.697483451,-73.940933582
12/22/2011,15:49:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.810351863,-73.924942326
12/22/2011,08:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.661858615,-73.958907784
12/21/2011,23:43:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.833799297,-73.895789394
12/21/2011,00:08:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.865563556,-73.889636767
12/20/2011,06:05:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.715331682,-73.909790516
12/19/2011,23:40:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.81133729,-73.91703348
12/18/2011,02:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.850133514,-73.912875297
12/17/2011,16:13:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.674876893,-73.966776896
12/17/2011,01:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.834900017,-73.937754344
12/16/2011,18:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.679051109,-73.924765621
12/15/2011,22:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.831621468,-73.870190518
12/15/2011,17:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.579077815,-73.957241549
12/12/2011,21:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.788721243,-73.939996774
12/12/2011,10:52:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.742833658,-74.005703308
12/12/2011,02:17:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.685964558,-73.873848999
12/12/2011,00:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.707173332,-73.78787211
12/11/2011,04:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684607904,-73.811146121
12/11/2011,04:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.809782318,-73.880914993
12/10/2011,22:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.711380342,-73.812772809
12/08/2011,11:51:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.608883423,-74.083157189
12/07/2011,02:20:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.836857093,-73.937933207
12/06/2011,20:27:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.653283728,-73.925699264
12/05/2011,08:53:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.77248962,-73.907868186
12/04/2011,16:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.649223409,-73.920424351
12/04/2011,05:55:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.811043535,-73.855697668
12/03/2011,04:40:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.66593756,-73.837916412
12/02/2011,16:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.702675056,-73.798800018
12/02/2011,15:42:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.684420223,-73.782572114
12/01/2011,22:28:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.817728111,-73.904293884
12/01/2011,02:04:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.667289951,-73.860337899
11/27/2011,18:18:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.659233149,-73.915885473
11/26/2011,01:52:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.842185464,-73.891009176
11/24/2011,23:57:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.701123551,-73.811348185
11/24/2011,22:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.606798745,-73.754575289
11/23/2011,22:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.800047162,-73.937024829
11/23/2011,12:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.681359931,-73.779759021
11/23/2011,02:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.838449934,-73.925553911
11/22/2011,16:53:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.667135877,-73.866978042
11/21/2011,18:37:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.636706102,-73.911438899
11/21/2011,16:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.871553006,-73.902397688
11/20/2011,11:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.685161751,-73.910509191
11/19/2011,00:16:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.662016916,-73.999810411
11/18/2011,15:03:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.633606208,-73.913698407
11/17/2011,21:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.67012473,-73.937954979
11/15/2011,15:58:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.596601386,-73.946002821
11/15/2011,08:04:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.66982243,-73.932418254
11/15/2011,02:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.747074245,-74.006681709
11/15/2011,00:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.597474109,-73.958983415
11/14/2011,15:42:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.829884885,-73.936761711
11/13/2011,15:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.660393959,-73.923413419
11/13/2011,07:47:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.593948675,-73.7642905
11/13/2011,07:17:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.875176987,-73.853931304
11/13/2011,05:43:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.600175903,-73.752194113
11/12/2011,23:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684401533,-73.907149782
11/12/2011,16:38:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.798146087,-73.950357672
08/19/2010,15:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.656492979,-73.960075214
11/11/2011,22:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.841641782,-73.925167242
11/11/2011,04:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.867355882,-73.927864415
11/11/2011,00:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.835980395,-73.835966281
11/08/2011,11:29:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.68524167,-73.801203512
11/07/2011,21:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.816004512,-73.941319728
07/19/2010,19:20:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.680250141,-73.89601131
11/05/2011,04:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.869008599,-73.887259201
11/05/2011,01:38:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.703032823,-73.925766443
11/02/2011,20:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.836975447,-73.85335745
10/23/2011,04:28:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.68768405,-73.90686396
11/01/2011,17:58:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.863275438,-73.902919595
10/31/2011,17:44:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.758383403,-73.833608982
10/30/2011,04:06:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.884193261,-73.833619592
10/29/2011,15:22:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.699837274,-73.913089739
10/29/2011,08:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.864374915,-73.901565843
10/29/2011,00:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.67312504,-73.887615555
10/28/2011,23:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.849496743,-73.909315789
10/28/2011,22:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.689630401,-73.914325441
10/28/2011,14:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.832036889,-73.886736442
10/28/2011,11:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676232624,-73.799233097
10/25/2011,19:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.798285387,-73.932768207
10/24/2011,21:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.736366525,-73.901866808
10/23/2011,21:34:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.688606822,-73.85444097
10/21/2011,14:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.670104652,-73.907969958
10/21/2011,04:40:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.832741241,-73.921870763
10/20/2011,11:51:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.575796526,-73.970782296
10/20/2011,04:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.584617263,-73.81761047
10/20/2011,01:39:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.829007732,-73.853512321
10/19/2011,11:14:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.747157984,-73.91087704
10/17/2011,19:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.815122288,-73.920977435
10/17/2011,18:38:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.690754843,-73.956816554
10/17/2011,13:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.860716972,-73.899246702
10/17/2011,03:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.59852476,-73.752765596
10/16/2011,04:20:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.830860412,-73.902887392
10/16/2011,02:04:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.727606514,-73.97781979
10/15/2011,00:29:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.808513327,-73.921465721
10/14/2011,22:48:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.789709538,-73.967972723
10/14/2011,13:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.855767192,-73.907799826
10/13/2011,15:36:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.67539564,-73.88550994
10/13/2011,12:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.761788014,-73.961297191
10/12/2011,16:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.658594198,-73.765626321
10/12/2011,04:29:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.673217868,-73.868984716
10/11/2011,11:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.670721744,-73.914457875
10/10/2011,04:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.681840322,-73.765883536
10/09/2011,20:13:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.827871665,-73.864958422
10/08/2011,01:16:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.818413984,-73.907277131
10/07/2011,08:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.636491405,-74.089334746
10/06/2011,17:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.701841901,-73.805925491
10/04/2011,22:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.838030382,-73.867778358
10/04/2011,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.67644414,-73.882779018
10/04/2011,16:41:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.674366695,-73.918072688
10/03/2011,05:28:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.657255215,-73.906582068
10/02/2011,23:11:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.834209452,-73.925706819
10/02/2011,07:52:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.682953437,-73.908579589
10/01/2011,15:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.644060832,-73.95723234
10/01/2011,07:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.659574274,-73.929267692
09/30/2011,23:28:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.662611009,-73.926496268
09/30/2011,03:34:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.88269399,-73.833156832
09/30/2011,00:34:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.842425958,-73.834725181
09/29/2011,23:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.66304457,-73.952339736
09/28/2011,17:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684998931,-73.93844593
11/27/2010,02:45:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.71920702,-73.845081228
09/26/2011,05:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.747074245,-74.006681709
09/25/2011,03:12:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.680011653,-73.916616394
09/25/2011,02:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.850367293,-73.917255894
09/25/2011,01:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.827433546,-73.868225792
09/24/2011,21:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.595747127,-73.950716988
09/24/2011,14:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.871163624,-73.851300629
09/24/2011,02:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.85214828,-73.920698491
09/24/2011,01:37:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.865638752,-73.887919308
09/23/2011,04:23:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.66313454,-73.950894284
09/22/2011,15:03:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.656409259,-73.882068172
09/21/2011,13:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.823642532,-73.917953946
09/19/2011,21:43:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.690938762,-73.92915509
09/19/2011,21:42:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.897177696,-73.842922973
09/19/2011,12:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.62454224,-73.956167736
09/18/2011,03:56:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694074736,-73.801418786
09/18/2011,03:23:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.661791315,-73.908723932
09/17/2011,23:11:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.59745944,-73.938418599
09/17/2011,06:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.854038558,-73.884045707
09/16/2011,19:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.671431261,-73.798811356
09/15/2011,20:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.825817483,-73.915721874
09/14/2011,17:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.692917275,-73.896016797
09/14/2011,14:27:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.891817446,-73.835137677
09/14/2011,09:48:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.846391886,-73.88412771
09/11/2011,04:14:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.814763236,-73.958806155
09/10/2011,13:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.655374492,-73.746193759
09/08/2011,22:48:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.686798551,-73.915345898
09/08/2011,15:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.838248306,-73.927885133
