CMPLNT_FR_DT,CMPLNT_FR_TM,OFNS_DESC,LOC_OF_OCCUR_DESC,Latitude,Longitude
07/04/2009,00:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.659621538,-73.958682093
07/03/2009,00:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.637016165,-73.914944256
06/15/2009,09:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.73902192,-73.977671648
07/02/2009,04:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.56405077,-74.187270651
06/30/2009,18:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.672063955,-73.767511243
06/30/2009,18:06:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.879246034,-73.846556204
06/30/2009,02:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.701016289,-73.786110081
06/29/2009,21:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.880695713,-73.85764031
06/28/2009,10:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.735380595,-73.812791973
06/28/2009,02:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.706939546,-73.947359786
06/28/2009,00:43:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.675658557,-73.949958542
06/27/2009,22:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.707943311,-73.78568749
06/27/2009,00:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.809673472,-73.920192789
06/26/2009,22:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.836301061,-73.888409621
06/23/2009,22:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.824810945,-73.938685153
06/22/2009,08:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.694712544,-73.800421583
06/20/2009,04:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.810917631,-73.945041437
06/20/2009,01:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.831786127,-73.930522836
06/19/2009,20:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.831982041,-73.923490551
06/17/2009,20:45:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.699041754,-73.843454712
06/17/2009,04:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.646778871,-73.952052258
06/16/2009,19:14:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.685771803,-73.941495625
06/14/2009,23:11:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.677966381,-73.955335861
06/14/2009,20:49:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.814194712,-73.950862309
06/14/2009,20:44:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.666386429,-73.899277098
06/14/2009,19:55:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.693197261,-73.848964117
06/14/2009,16:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.663385226,-73.946770582
06/13/2009,22:32:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.617350956,-74.003340484
06/13/2009,02:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.834146518,-73.940205155
06/12/2009,21:42:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.871183346,-73.891102661
06/12/2009,14:46:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.671168243,-73.909688025
06/11/2009,23:51:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.698054484,-73.914841143
06/09/2009,05:24:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.757317199,-73.98788056
06/08/2009,17:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.885244054,-73.860201906
06/08/2009,16:08:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.864615311,-73.921569394
06/08/2009,14:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.820230137,-73.906223225
06/08/2009,00:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.850367293,-73.917255894
06/06/2009,20:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.651414613,-73.917754906
06/06/2009,14:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.762070386,-73.817799585
06/06/2009,13:53:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.777336359,-73.980680909
06/06/2009,13:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.705376561,-73.817294503
06/05/2009,12:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.823544207,-73.894876875
12/30/2008,14:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.821833944,-73.900729117
06/02/2009,21:47:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.656260923,-73.738776745
05/31/2009,04:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.631349536,-73.92069065
05/31/2009,21:41:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.658719276,-73.907935205
05/30/2009,22:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.680837673,-73.912703482
05/28/2009,18:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.86588055,-73.837407405
05/28/2009,14:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.614134082,-73.943777125
05/26/2009,01:48:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.695090115,-73.850268877
05/24/2009,22:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.839802528,-73.866961678
05/21/2009,09:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.80177933,-73.962881265
05/21/2009,00:18:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.861204861,-73.859265489
05/21/2009,00:18:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.861204861,-73.859265489
05/20/2009,00:17:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.823557086,-73.939589595
05/18/2009,08:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.687085525,-73.839473177
05/18/2009,07:03:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.669132419,-73.86555017
05/17/2009,22:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.605221191,-73.988596019
05/17/2009,20:03:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.701305384,-73.916333699
05/17/2009,07:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.649393273,-73.963214697
05/16/2009,13:39:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.655956862,-73.917241131
05/16/2009,13:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.6928541,-73.803477885
05/14/2009,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.823876276,-73.891862968
05/14/2009,00:47:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.586771839,-73.951209656
05/12/2009,12:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.809665753,-73.913303958
05/11/2009,15:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.636152697,-74.005294252
05/10/2009,04:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.643411401,-73.901070236
05/10/2009,01:03:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.851970629,-73.910476348
05/09/2009,18:09:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.834816619,-73.907532531
05/09/2009,14:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.603274007,-73.753104533
05/08/2009,10:24:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.666238725,-73.763087025
05/08/2009,00:29:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.847995629,-73.906184083
04/13/2009,05:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.57904623,-73.961043087
05/03/2009,05:27:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.818504014,-73.93950386
05/03/2009,01:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.683516555,-73.884630663
05/03/2009,00:43:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.813148563,-73.924675453
05/02/2009,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.711143518,-73.93468127
05/01/2009,22:38:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.641977141,-74.087187306
05/01/2009,01:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.588978897,-73.814268127
04/29/2009,03:27:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.808021077,-73.949125735
04/28/2009,19:31:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.703977794,-73.780225299
04/27/2009,21:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.686940961,-73.931351632
04/27/2009,20:43:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.808898024,-73.91436699
04/27/2009,19:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.625320901,-74.080846905
04/27/2009,08:05:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.742621789,-73.923557079
04/26/2009,21:56:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.577674096,-73.986055629
04/26/2009,04:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.894881677,-73.85656099
04/26/2009,02:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.678069114,-73.906873781
04/26/2009,01:36:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.829350458,-73.920320955
04/26/2009,01:17:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.80642137,-73.950196175
04/25/2009,01:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.68354911,-73.988492488
04/24/2009,23:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.683155801,-73.878152122
04/23/2009,19:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.58766357,-73.810559779
04/23/2009,17:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.605056683,-73.990583978
04/23/2009,17:12:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.605056683,-73.990583978
04/21/2009,21:27:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.687237073,-73.922214321
04/21/2009,05:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.873244591,-73.841359607
04/20/2009,22:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.636884954,-73.95461032
04/20/2009,20:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.757605454,-73.876261682
04/19/2009,18:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.824040004,-73.944759612
04/18/2009,23:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.576400606,-73.986894644
04/18/2009,05:33:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.664515169,-73.906589923
04/18/2009,03:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.817108447,-73.905071528
04/17/2009,15:27:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.831621468,-73.870190518
04/17/2009,13:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.677272421,-73.949809518
04/14/2009,16:12:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.632962788,-73.91970516
04/11/2009,04:40:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.681898192,-73.75934298
04/09/2009,21:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.641295425,-74.016079277
04/09/2009,00:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.742544146,-73.852244486
04/09/2009,00:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.742544146,-73.852244486
04/08/2009,14:25:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.641010774,-73.991447292
04/04/2009,20:23:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.653571781,-73.934485359
04/03/2009,21:57:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.710715795,-73.791814156
04/03/2009,17:53:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.667684379,-73.919800341
04/01/2009,22:42:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.881629364,-73.84520182
03/31/2009,21:23:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.863657565,-73.894249476
03/30/2009,12:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.62543635,-74.12634929
03/29/2009,23:44:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.864724674,-73.890683006
03/29/2009,23:44:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.816004512,-73.941319728
03/28/2009,09:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.680423048,-73.924082654
03/27/2009,22:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.659006507,-73.925555929
03/27/2009,00:16:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.622799333,-73.896324159
03/25/2009,21:33:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.667428293,-73.931252759
03/25/2009,21:33:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.667428293,-73.931252759
03/25/2009,00:56:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.686940961,-73.931351632
03/24/2009,22:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.574888956,-73.998518362
03/24/2009,09:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.642147146,-73.973589063
03/22/2009,09:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.682476478,-74.000210564
03/22/2009,01:57:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.576955772,-74.002694096
03/19/2009,12:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.831831749,-73.869250571
12/30/2008,23:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.683859356,-73.878998148
03/15/2009,04:39:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.700683307,-73.921632414
03/14/2009,14:26:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.579179751,-73.958271063
03/14/2009,03:10:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676051596,-73.934611088
03/12/2009,22:57:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.748213611,-73.756252252
03/12/2009,17:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.592198807,-73.768995516
03/11/2009,19:14:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.672320042,-73.954478058
03/10/2009,20:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.831543168,-73.90208418
03/10/2009,18:08:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.667099762,-73.932676944
03/10/2009,12:25:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.678795882,-73.944097565
03/08/2009,16:38:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.720872193,-73.947871882
03/07/2009,22:46:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.711545552,-73.986745438
03/06/2009,23:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.723482321,-73.936649818
02/27/2009,06:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.685805841,-74.003253772
02/26/2009,22:56:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.690330592,-73.940954341
02/26/2009,22:56:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.690330592,-73.940954341
02/25/2009,23:57:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.672866409,-73.871303415
02/25/2009,12:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.662096863,-73.882472624
07/27/2008,05:31:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.853035861,-73.918257476
01/28/2009,15:10:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.7883365,-73.939079866
02/23/2009,21:18:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.835405287,-73.920306476
02/22/2009,13:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.787528469,-73.786186059
02/22/2009,00:39:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.687872428,-73.933030975
02/21/2009,18:01:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.835069074,-73.860979497
02/19/2009,22:58:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.886236802,-73.852908833
02/17/2009,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.789989944,-73.946882433
07/04/2007,06:14:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.835210342,-73.890156908
02/16/2009,19:09:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.854742994,-73.914373035
02/16/2009,11:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.689794103,-73.920606713
02/14/2009,05:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.874213956,-73.875292577
02/14/2009,05:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.623140111,-74.082847142
02/13/2009,23:55:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.625586727,-73.946649424
02/13/2009,08:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.822020125,-73.858264438
02/12/2009,18:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.691982732,-73.764755296
02/11/2009,14:00:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.674592584,-73.796869491
02/10/2009,21:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.832631412,-73.888444685
02/10/2009,14:15:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.709157573,-73.908352483
02/10/2009,00:17:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.639994931,-73.948414287
02/08/2009,03:45:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.825291812,-73.917540002
02/08/2009,02:33:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.689641573,-73.843945549
02/07/2009,22:35:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.693021407,-73.736169763
02/07/2009,20:42:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.780498802,-73.983980275
02/07/2009,17:11:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.791535421,-73.970351765
02/07/2009,17:11:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.791535421,-73.970351765
02/02/2009,22:36:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684406248,-73.933838507
02/01/2009,19:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.843558689,-73.936127065
02/01/2009,02:56:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.673894635,-73.877880637
01/31/2009,04:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.651043968,-73.945237998
05/07/2006,11:34:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.668060279,-73.89874828
01/30/2009,22:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.732627812,-73.866096795
01/28/2009,20:52:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.637213626,-74.081484643
01/27/2009,18:08:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.600333254,-73.99791642
01/24/2009,19:51:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.852841995,-73.88417431
01/23/2009,17:45:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.674244443,-73.948697832
01/22/2009,12:43:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.848235686,-73.922694741
01/21/2009,00:26:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.671838063,-73.921006604
01/20/2009,02:06:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.853614686,-73.897272944
01/19/2009,18:05:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.744660036,-73.883016275
01/19/2009,15:25:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.696780794,-73.946556394
01/18/2009,16:22:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.832631412,-73.888444685
01/18/2009,03:13:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.681620668,-73.957969005
01/16/2009,18:24:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.84371266,-73.886496095
01/13/2009,23:45:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.832635601,-73.868941832
01/13/2009,09:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.765255216,-73.818382912
01/12/2009,06:36:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.606807502,-74.013096198
01/11/2009,16:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694124213,-73.792132817
01/11/2009,16:32:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694124213,-73.792132817
01/10/2009,21:12:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676374634,-73.95591015
01/10/2009,01:02:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.820152075,-73.892273671
01/08/2009,13:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.680632226,-73.837285804
01/07/2009,17:05:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.864724674,-73.890683006
01/06/2009,07:50:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.792648782,-73.951268251
12/28/2008,22:29:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.615491223,-74.08165623
01/03/2009,03:23:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.626338321,-74.143621271
01/01/2009,20:51:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.660924256,-73.949198266
01/01/2009,01:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.684807442,-73.913798003
12/31/2008,21:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.6335311,-73.905447949
12/31/2008,18:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.643470379,-74.00306433
12/31/2008,05:09:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.576124128,-73.99982505
12/30/2008,01:07:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.676373103,-73.926145819
12/29/2008,18:57:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.668349566,-73.906516063
12/29/2008,15:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.587370805,-73.959850109
12/13/2008,23:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.643470379,-74.00306433
12/28/2008,00:51:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.815872332,-73.90722648
12/27/2008,18:25:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.620163204,-73.927007686
12/27/2008,04:06:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.668295747,-73.911342886
12/27/2008,04:06:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.668295747,-73.911342886
12/26/2008,22:13:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.658719276,-73.907935205
12/26/2008,20:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.631936518,-73.943196492
12/26/2008,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.634549291,-74.165144778
12/26/2008,01:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694321428,-73.799640217
12/26/2008,01:41:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694321428,-73.799640217
12/25/2008,06:50:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.812947893,-73.955881095
12/25/2008,00:28:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.875567319,-73.907638579
12/24/2008,05:17:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.752893464,-73.869474086
12/24/2008,02:15:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.654318077,-73.909743271
12/21/2008,23:54:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.680408465,-73.811190462
12/21/2008,07:35:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.855578216,-73.863839389
12/20/2008,21:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.670363034,-73.733714355
12/20/2008,04:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.702915242,-73.940730406
12/19/2008,22:19:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.821584683,-73.821415888
12/17/2008,15:20:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.831657102,-73.888511363
12/15/2008,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.885449566,-73.844896371
12/13/2008,21:55:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.696637265,-73.812215568
12/08/2008,03:49:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.851477773,-73.895566506
12/07/2008,03:25:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.694148468,-73.926483138
12/05/2008,11:37:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.849268018,-73.908159446
12/05/2008,07:18:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.69844513,-73.928223884
12/03/2008,21:48:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.673358361,-73.890477543
12/02/2008,23:23:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.886236802,-73.852908833
12/02/2008,21:19:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.679568487,-73.941245088
12/01/2008,20:00:00,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,40.668368119,-73.955908233
12/01/2008,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,INSIDE,40.705044473,-73.939372383
